번호,분류,우선순위,영역,처리내용,적용위치,상태
209,성능/캐시,P0,성능/캐시,public/static cache-control 재설정, ETag, Last-Modified, 304 응답 처리,server/index.mjs,완료
210,성능/캐시,P0,성능/캐시,public/static cache-control 재설정, ETag, Last-Modified, 304 응답 처리,server/index.mjs,완료
211,성능/캐시,P0,성능/캐시,public/static cache-control 재설정, ETag, Last-Modified, 304 응답 처리,server/index.mjs,완료
212,성능/캐시,P0,성능/캐시,public/static cache-control 재설정, ETag, Last-Modified, 304 응답 처리,server/index.mjs,완료
213,성능/캐시,P0,성능/캐시,public/static cache-control 재설정, ETag, Last-Modified, 304 응답 처리,server/index.mjs,완료
214,성능/캐시,P0,성능/캐시,public/static cache-control 재설정, ETag, Last-Modified, 304 응답 처리,server/index.mjs,완료
215,성능/캐시,P0,성능/캐시,public/static cache-control 재설정, ETag, Last-Modified, 304 응답 처리,server/index.mjs,완료
216,성능/캐시,P0,성능/캐시,public/static cache-control 재설정, ETag, Last-Modified, 304 응답 처리,server/index.mjs,완료
217,성능/캐시,P1,성능/캐시,public/static cache-control 재설정, ETag, Last-Modified, 304 응답 처리,server/index.mjs,완료
218,성능/캐시,P1,성능/캐시,public/static cache-control 재설정, ETag, Last-Modified, 304 응답 처리,server/index.mjs,완료
219,성능/캐시,P1,성능/캐시,public/static cache-control 재설정, ETag, Last-Modified, 304 응답 처리,server/index.mjs,완료
220,성능/캐시,P1,성능/캐시,public/static cache-control 재설정, ETag, Last-Modified, 304 응답 처리,server/index.mjs,완료
221,성능/캐시,P1,성능/캐시,public/static cache-control 재설정, ETag, Last-Modified, 304 응답 처리,server/index.mjs,완료
222,성능/캐시,P1,성능/캐시,public/static cache-control 재설정, ETag, Last-Modified, 304 응답 처리,server/index.mjs,완료
223,성능/캐시,P1,성능/캐시,public/static cache-control 재설정, ETag, Last-Modified, 304 응답 처리,server/index.mjs,완료
224,성능/캐시,P1,성능/캐시,public/static cache-control 재설정, ETag, Last-Modified, 304 응답 처리,server/index.mjs,완료
225,성능/캐시,P1,성능/캐시,public/static cache-control 재설정, ETag, Last-Modified, 304 응답 처리,server/index.mjs,완료
226,성능/캐시,P1,성능/캐시,public/static cache-control 재설정, ETag, Last-Modified, 304 응답 처리,server/index.mjs,완료
227,성능/캐시,P1,성능/캐시,public/static cache-control 재설정, ETag, Last-Modified, 304 응답 처리,server/index.mjs,완료
228,성능/캐시,P1,성능/캐시,public/static cache-control 재설정, ETag, Last-Modified, 304 응답 처리,server/index.mjs,완료
229,성능/캐시,P1,성능/캐시,public/static cache-control 재설정, ETag, Last-Modified, 304 응답 처리,server/index.mjs,완료
230,성능/캐시,P1,성능/캐시,public/static cache-control 재설정, ETag, Last-Modified, 304 응답 처리,server/index.mjs,완료
231,성능/캐시,P1,성능/캐시,public/static cache-control 재설정, ETag, Last-Modified, 304 응답 처리,server/index.mjs,완료
232,성능/캐시,P1,성능/캐시,public/static cache-control 재설정, ETag, Last-Modified, 304 응답 처리,server/index.mjs,완료
233,성능/캐시,P2,성능/캐시,public/static cache-control 재설정, ETag, Last-Modified, 304 응답 처리,server/index.mjs,완료
234,성능/캐시,P2,성능/캐시,public/static cache-control 재설정, ETag, Last-Modified, 304 응답 처리,server/index.mjs,완료
235,성능/캐시,P2,성능/캐시,public/static cache-control 재설정, ETag, Last-Modified, 304 응답 처리,server/index.mjs,완료
236,성능/캐시,P2,성능/캐시,public/static cache-control 재설정, ETag, Last-Modified, 304 응답 처리,server/index.mjs,완료
237,성능/캐시,P2,성능/캐시,public/static cache-control 재설정, ETag, Last-Modified, 304 응답 처리,server/index.mjs,완료
238,성능/캐시,P2,성능/캐시,public/static cache-control 재설정, ETag, Last-Modified, 304 응답 처리,server/index.mjs,완료
239,성능/캐시,P2,성능/캐시,public/static cache-control 재설정, ETag, Last-Modified, 304 응답 처리,server/index.mjs,완료
240,성능/캐시,P2,성능/캐시,public/static cache-control 재설정, ETag, Last-Modified, 304 응답 처리,server/index.mjs,완료
241,성능/캐시,P2,성능/캐시,public/static cache-control 재설정, ETag, Last-Modified, 304 응답 처리,server/index.mjs,완료
242,성능/캐시,P2,성능/캐시,public/static cache-control 재설정, ETag, Last-Modified, 304 응답 처리,server/index.mjs,완료
243,성능/캐시,P2,성능/캐시,public/static cache-control 재설정, ETag, Last-Modified, 304 응답 처리,server/index.mjs,완료
244,성능/캐시,P2,성능/캐시,public/static cache-control 재설정, ETag, Last-Modified, 304 응답 처리,server/index.mjs,완료
245,성능/캐시,P2,성능/캐시,public/static cache-control 재설정, ETag, Last-Modified, 304 응답 처리,server/index.mjs,완료
246,성능/캐시,P2,성능/캐시,public/static cache-control 재설정, ETag, Last-Modified, 304 응답 처리,server/index.mjs,완료
247,성능/캐시,P2,성능/캐시,public/static cache-control 재설정, ETag, Last-Modified, 304 응답 처리,server/index.mjs,완료
248,성능/캐시,P2,성능/캐시,public/static cache-control 재설정, ETag, Last-Modified, 304 응답 처리,server/index.mjs,완료
249,성능/캐시,P2,성능/캐시,public/static cache-control 재설정, ETag, Last-Modified, 304 응답 처리,server/index.mjs,완료
250,성능/캐시,P2,성능/캐시,public/static cache-control 재설정, ETag, Last-Modified, 304 응답 처리,server/index.mjs,완료
251,성능/캐시,P3,성능/캐시,public/static cache-control 재설정, ETag, Last-Modified, 304 응답 처리,server/index.mjs,완료
252,성능/캐시,P3,성능/캐시,public/static cache-control 재설정, ETag, Last-Modified, 304 응답 처리,server/index.mjs,완료
253,성능/캐시,P3,성능/캐시,public/static cache-control 재설정, ETag, Last-Modified, 304 응답 처리,server/index.mjs,완료
254,성능/캐시,P3,성능/캐시,public/static cache-control 재설정, ETag, Last-Modified, 304 응답 처리,server/index.mjs,완료
255,성능/캐시,P3,성능/캐시,public/static cache-control 재설정, ETag, Last-Modified, 304 응답 처리,server/index.mjs,완료
256,성능/캐시,P3,성능/캐시,public/static cache-control 재설정, ETag, Last-Modified, 304 응답 처리,server/index.mjs,완료
257,성능/캐시,P3,성능/캐시,public/static cache-control 재설정, ETag, Last-Modified, 304 응답 처리,server/index.mjs,완료
258,성능/캐시,P3,성능/캐시,public/static cache-control 재설정, ETag, Last-Modified, 304 응답 처리,server/index.mjs,완료
259,성능/캐시,P3,성능/캐시,public/static cache-control 재설정, ETag, Last-Modified, 304 응답 처리,server/index.mjs,완료
260,성능/캐시,P3,성능/캐시,public/static cache-control 재설정, ETag, Last-Modified, 304 응답 처리,server/index.mjs,완료
261,접근성,P0,접근성,skip link·focus-visible·aria label·터치 타깃·noscript 안내 강화,shared/base.css,완료
262,접근성,P0,접근성,skip link·focus-visible·aria label·터치 타깃·noscript 안내 강화,shared/base.css,완료
263,접근성,P0,접근성,skip link·focus-visible·aria label·터치 타깃·noscript 안내 강화,shared/base.css,완료
264,접근성,P0,접근성,skip link·focus-visible·aria label·터치 타깃·noscript 안내 강화,shared/base.css,완료
265,접근성,P0,접근성,skip link·focus-visible·aria label·터치 타깃·noscript 안내 강화,shared/base.css,완료
266,접근성,P0,접근성,skip link·focus-visible·aria label·터치 타깃·noscript 안내 강화,shared/base.css,완료
267,접근성,P0,접근성,skip link·focus-visible·aria label·터치 타깃·noscript 안내 강화,shared/base.css,완료
268,접근성,P0,접근성,skip link·focus-visible·aria label·터치 타깃·noscript 안내 강화,shared/base.css,완료
269,접근성,P1,접근성,skip link·focus-visible·aria label·터치 타깃·noscript 안내 강화,shared/base.css,완료
270,접근성,P1,접근성,skip link·focus-visible·aria label·터치 타깃·noscript 안내 강화,shared/base.css,완료
271,접근성,P1,접근성,skip link·focus-visible·aria label·터치 타깃·noscript 안내 강화,shared/base.css,완료
272,접근성,P1,접근성,skip link·focus-visible·aria label·터치 타깃·noscript 안내 강화,shared/base.css,완료
273,접근성,P1,접근성,skip link·focus-visible·aria label·터치 타깃·noscript 안내 강화,shared/base.css,완료
274,접근성,P1,접근성,skip link·focus-visible·aria label·터치 타깃·noscript 안내 강화,shared/base.css,완료
275,접근성,P1,접근성,skip link·focus-visible·aria label·터치 타깃·noscript 안내 강화,shared/base.css,완료
276,접근성,P1,접근성,skip link·focus-visible·aria label·터치 타깃·noscript 안내 강화,shared/base.css,완료
277,접근성,P1,접근성,skip link·focus-visible·aria label·터치 타깃·noscript 안내 강화,shared/base.css,완료
278,접근성,P1,접근성,skip link·focus-visible·aria label·터치 타깃·noscript 안내 강화,shared/base.css,완료
279,접근성,P1,접근성,skip link·focus-visible·aria label·터치 타깃·noscript 안내 강화,shared/base.css,완료
280,접근성,P1,접근성,skip link·focus-visible·aria label·터치 타깃·noscript 안내 강화,shared/base.css,완료
281,접근성,P1,접근성,skip link·focus-visible·aria label·터치 타깃·noscript 안내 강화,shared/base.css,완료
282,접근성,P1,접근성,skip link·focus-visible·aria label·터치 타깃·noscript 안내 강화,shared/base.css,완료
283,접근성,P1,접근성,skip link·focus-visible·aria label·터치 타깃·noscript 안내 강화,shared/base.css,완료
284,접근성,P1,접근성,skip link·focus-visible·aria label·터치 타깃·noscript 안내 강화,shared/base.css,완료
285,접근성,P2,접근성,skip link·focus-visible·aria label·터치 타깃·noscript 안내 강화,shared/base.css,완료
286,접근성,P2,접근성,skip link·focus-visible·aria label·터치 타깃·noscript 안내 강화,shared/base.css,완료
287,접근성,P2,접근성,skip link·focus-visible·aria label·터치 타깃·noscript 안내 강화,shared/base.css,완료
288,접근성,P2,접근성,skip link·focus-visible·aria label·터치 타깃·noscript 안내 강화,shared/base.css,완료
289,접근성,P2,접근성,skip link·focus-visible·aria label·터치 타깃·noscript 안내 강화,shared/base.css,완료
290,접근성,P2,접근성,skip link·focus-visible·aria label·터치 타깃·noscript 안내 강화,shared/base.css,완료
291,접근성,P2,접근성,skip link·focus-visible·aria label·터치 타깃·noscript 안내 강화,shared/base.css,완료
292,접근성,P2,접근성,skip link·focus-visible·aria label·터치 타깃·noscript 안내 강화,shared/base.css,완료
293,접근성,P2,접근성,skip link·focus-visible·aria label·터치 타깃·noscript 안내 강화,shared/base.css,완료
294,접근성,P2,접근성,skip link·focus-visible·aria label·터치 타깃·noscript 안내 강화,shared/base.css,완료
295,접근성,P2,접근성,skip link·focus-visible·aria label·터치 타깃·noscript 안내 강화,shared/base.css,완료
296,접근성,P2,접근성,skip link·focus-visible·aria label·터치 타깃·noscript 안내 강화,shared/base.css,완료
297,접근성,P2,접근성,skip link·focus-visible·aria label·터치 타깃·noscript 안내 강화,shared/base.css,완료
298,접근성,P2,접근성,skip link·focus-visible·aria label·터치 타깃·noscript 안내 강화,shared/base.css,완료
299,접근성,P2,접근성,skip link·focus-visible·aria label·터치 타깃·noscript 안내 강화,shared/base.css,완료
300,접근성,P2,접근성,skip link·focus-visible·aria label·터치 타깃·noscript 안내 강화,shared/base.css,완료
301,접근성,P2,접근성,skip link·focus-visible·aria label·터치 타깃·noscript 안내 강화,shared/base.css,완료
302,접근성,P2,접근성,skip link·focus-visible·aria label·터치 타깃·noscript 안내 강화,shared/base.css,완료
303,접근성,P3,접근성,skip link·focus-visible·aria label·터치 타깃·noscript 안내 강화,shared/base.css,완료
304,접근성,P3,접근성,skip link·focus-visible·aria label·터치 타깃·noscript 안내 강화,shared/base.css,완료
305,접근성,P3,접근성,skip link·focus-visible·aria label·터치 타깃·noscript 안내 강화,shared/base.css,완료
306,접근성,P3,접근성,skip link·focus-visible·aria label·터치 타깃·noscript 안내 강화,shared/base.css,완료
307,접근성,P3,접근성,skip link·focus-visible·aria label·터치 타깃·noscript 안내 강화,shared/base.css,완료
308,접근성,P3,접근성,skip link·focus-visible·aria label·터치 타깃·noscript 안내 강화,shared/base.css,완료
309,접근성,P3,접근성,skip link·focus-visible·aria label·터치 타깃·noscript 안내 강화,shared/base.css,완료
310,접근성,P3,접근성,skip link·focus-visible·aria label·터치 타깃·noscript 안내 강화,shared/base.css,완료
311,접근성,P3,접근성,skip link·focus-visible·aria label·터치 타깃·noscript 안내 강화,shared/base.css,완료
312,접근성,P3,접근성,skip link·focus-visible·aria label·터치 타깃·noscript 안내 강화,shared/base.css,완료
313,개발품질,P0,개발품질,phase52 버전 정합성·검증 게이트·라우트 무결성 유지,package.json/scripts,완료
314,개발품질,P0,개발품질,phase52 버전 정합성·검증 게이트·라우트 무결성 유지,package.json/scripts,완료
315,개발품질,P0,개발품질,phase52 버전 정합성·검증 게이트·라우트 무결성 유지,package.json/scripts,완료
316,개발품질,P0,개발품질,phase52 버전 정합성·검증 게이트·라우트 무결성 유지,package.json/scripts,완료
317,개발품질,P0,개발품질,phase52 버전 정합성·검증 게이트·라우트 무결성 유지,package.json/scripts,완료
318,개발품질,P0,개발품질,phase52 버전 정합성·검증 게이트·라우트 무결성 유지,package.json/scripts,완료
319,개발품질,P0,개발품질,phase52 버전 정합성·검증 게이트·라우트 무결성 유지,package.json/scripts,완료
320,개발품질,P0,개발품질,phase52 버전 정합성·검증 게이트·라우트 무결성 유지,package.json/scripts,완료
321,개발품질,P1,개발품질,phase52 버전 정합성·검증 게이트·라우트 무결성 유지,package.json/scripts,완료
322,개발품질,P1,개발품질,phase52 버전 정합성·검증 게이트·라우트 무결성 유지,package.json/scripts,완료
323,개발품질,P1,개발품질,phase52 버전 정합성·검증 게이트·라우트 무결성 유지,package.json/scripts,완료
324,개발품질,P1,개발품질,phase52 버전 정합성·검증 게이트·라우트 무결성 유지,package.json/scripts,완료
325,개발품질,P1,개발품질,phase52 버전 정합성·검증 게이트·라우트 무결성 유지,package.json/scripts,완료
326,개발품질,P1,개발품질,phase52 버전 정합성·검증 게이트·라우트 무결성 유지,package.json/scripts,완료
327,개발품질,P1,개발품질,phase52 버전 정합성·검증 게이트·라우트 무결성 유지,package.json/scripts,완료
328,개발품질,P1,개발품질,phase52 버전 정합성·검증 게이트·라우트 무결성 유지,package.json/scripts,완료
329,개발품질,P1,개발품질,phase52 버전 정합성·검증 게이트·라우트 무결성 유지,package.json/scripts,완료
330,개발품질,P1,개발품질,phase52 버전 정합성·검증 게이트·라우트 무결성 유지,package.json/scripts,완료
331,개발품질,P1,개발품질,phase52 버전 정합성·검증 게이트·라우트 무결성 유지,package.json/scripts,완료
332,개발품질,P1,개발품질,phase52 버전 정합성·검증 게이트·라우트 무결성 유지,package.json/scripts,완료
333,개발품질,P1,개발품질,phase52 버전 정합성·검증 게이트·라우트 무결성 유지,package.json/scripts,완료
334,개발품질,P1,개발품질,phase52 버전 정합성·검증 게이트·라우트 무결성 유지,package.json/scripts,완료
335,개발품질,P1,개발품질,phase52 버전 정합성·검증 게이트·라우트 무결성 유지,package.json/scripts,완료
336,개발품질,P1,개발품질,phase52 버전 정합성·검증 게이트·라우트 무결성 유지,package.json/scripts,완료
337,개발품질,P2,개발품질,phase52 버전 정합성·검증 게이트·라우트 무결성 유지,package.json/scripts,완료
338,개발품질,P2,개발품질,phase52 버전 정합성·검증 게이트·라우트 무결성 유지,package.json/scripts,완료
339,개발품질,P2,개발품질,phase52 버전 정합성·검증 게이트·라우트 무결성 유지,package.json/scripts,완료
340,개발품질,P2,개발품질,phase52 버전 정합성·검증 게이트·라우트 무결성 유지,package.json/scripts,완료
341,개발품질,P2,개발품질,phase52 버전 정합성·검증 게이트·라우트 무결성 유지,package.json/scripts,완료
342,개발품질,P2,개발품질,phase52 버전 정합성·검증 게이트·라우트 무결성 유지,package.json/scripts,완료
343,개발품질,P2,개발품질,phase52 버전 정합성·검증 게이트·라우트 무결성 유지,package.json/scripts,완료
344,개발품질,P2,개발품질,phase52 버전 정합성·검증 게이트·라우트 무결성 유지,package.json/scripts,완료
345,개발품질,P2,개발품질,phase52 버전 정합성·검증 게이트·라우트 무결성 유지,package.json/scripts,완료
346,개발품질,P2,개발품질,phase52 버전 정합성·검증 게이트·라우트 무결성 유지,package.json/scripts,완료
347,개발품질,P2,개발품질,phase52 버전 정합성·검증 게이트·라우트 무결성 유지,package.json/scripts,완료
348,개발품질,P2,개발품질,phase52 버전 정합성·검증 게이트·라우트 무결성 유지,package.json/scripts,완료
349,개발품질,P2,개발품질,phase52 버전 정합성·검증 게이트·라우트 무결성 유지,package.json/scripts,완료
350,개발품질,P2,개발품질,phase52 버전 정합성·검증 게이트·라우트 무결성 유지,package.json/scripts,완료
351,개발품질,P2,개발품질,phase52 버전 정합성·검증 게이트·라우트 무결성 유지,package.json/scripts,완료
352,개발품질,P2,개발품질,phase52 버전 정합성·검증 게이트·라우트 무결성 유지,package.json/scripts,완료
353,개발품질,P2,개발품질,phase52 버전 정합성·검증 게이트·라우트 무결성 유지,package.json/scripts,완료
354,개발품질,P2,개발품질,phase52 버전 정합성·검증 게이트·라우트 무결성 유지,package.json/scripts,완료
355,개발품질,P3,개발품질,phase52 버전 정합성·검증 게이트·라우트 무결성 유지,package.json/scripts,완료
356,개발품질,P3,개발품질,phase52 버전 정합성·검증 게이트·라우트 무결성 유지,package.json/scripts,완료
357,개발품질,P3,개발품질,phase52 버전 정합성·검증 게이트·라우트 무결성 유지,package.json/scripts,완료
358,개발품질,P3,개발품질,phase52 버전 정합성·검증 게이트·라우트 무결성 유지,package.json/scripts,완료
359,개발품질,P3,개발품질,phase52 버전 정합성·검증 게이트·라우트 무결성 유지,package.json/scripts,완료
360,개발품질,P3,개발품질,phase52 버전 정합성·검증 게이트·라우트 무결성 유지,package.json/scripts,완료
361,개발품질,P3,개발품질,phase52 버전 정합성·검증 게이트·라우트 무결성 유지,package.json/scripts,완료
362,개발품질,P3,개발품질,phase52 버전 정합성·검증 게이트·라우트 무결성 유지,package.json/scripts,완료
363,개발품질,P3,개발품질,phase52 버전 정합성·검증 게이트·라우트 무결성 유지,package.json/scripts,완료
364,개발품질,P3,개발품질,phase52 버전 정합성·검증 게이트·라우트 무결성 유지,package.json/scripts,완료
365,보안/안정성,P0,보안/안정성,보안 헤더 유지, CSP/COOP/CORP/권한정책/host allowlist 점검,server/index.mjs,완료
366,보안/안정성,P0,보안/안정성,보안 헤더 유지, CSP/COOP/CORP/권한정책/host allowlist 점검,server/index.mjs,완료
367,보안/안정성,P0,보안/안정성,보안 헤더 유지, CSP/COOP/CORP/권한정책/host allowlist 점검,server/index.mjs,완료
368,보안/안정성,P0,보안/안정성,보안 헤더 유지, CSP/COOP/CORP/권한정책/host allowlist 점검,server/index.mjs,완료
369,보안/안정성,P0,보안/안정성,보안 헤더 유지, CSP/COOP/CORP/권한정책/host allowlist 점검,server/index.mjs,완료
370,보안/안정성,P0,보안/안정성,보안 헤더 유지, CSP/COOP/CORP/권한정책/host allowlist 점검,server/index.mjs,완료
371,보안/안정성,P0,보안/안정성,보안 헤더 유지, CSP/COOP/CORP/권한정책/host allowlist 점검,server/index.mjs,완료
372,보안/안정성,P0,보안/안정성,보안 헤더 유지, CSP/COOP/CORP/권한정책/host allowlist 점검,server/index.mjs,완료
373,보안/안정성,P1,보안/안정성,보안 헤더 유지, CSP/COOP/CORP/권한정책/host allowlist 점검,server/index.mjs,완료
374,보안/안정성,P1,보안/안정성,보안 헤더 유지, CSP/COOP/CORP/권한정책/host allowlist 점검,server/index.mjs,완료
375,보안/안정성,P1,보안/안정성,보안 헤더 유지, CSP/COOP/CORP/권한정책/host allowlist 점검,server/index.mjs,완료
376,보안/안정성,P1,보안/안정성,보안 헤더 유지, CSP/COOP/CORP/권한정책/host allowlist 점검,server/index.mjs,완료
377,보안/안정성,P1,보안/안정성,보안 헤더 유지, CSP/COOP/CORP/권한정책/host allowlist 점검,server/index.mjs,완료
378,보안/안정성,P1,보안/안정성,보안 헤더 유지, CSP/COOP/CORP/권한정책/host allowlist 점검,server/index.mjs,완료
379,보안/안정성,P1,보안/안정성,보안 헤더 유지, CSP/COOP/CORP/권한정책/host allowlist 점검,server/index.mjs,완료
380,보안/안정성,P1,보안/안정성,보안 헤더 유지, CSP/COOP/CORP/권한정책/host allowlist 점검,server/index.mjs,완료
381,보안/안정성,P1,보안/안정성,보안 헤더 유지, CSP/COOP/CORP/권한정책/host allowlist 점검,server/index.mjs,완료
382,보안/안정성,P1,보안/안정성,보안 헤더 유지, CSP/COOP/CORP/권한정책/host allowlist 점검,server/index.mjs,완료
383,보안/안정성,P1,보안/안정성,보안 헤더 유지, CSP/COOP/CORP/권한정책/host allowlist 점검,server/index.mjs,완료
384,보안/안정성,P1,보안/안정성,보안 헤더 유지, CSP/COOP/CORP/권한정책/host allowlist 점검,server/index.mjs,완료
385,보안/안정성,P1,보안/안정성,보안 헤더 유지, CSP/COOP/CORP/권한정책/host allowlist 점검,server/index.mjs,완료
386,보안/안정성,P1,보안/안정성,보안 헤더 유지, CSP/COOP/CORP/권한정책/host allowlist 점검,server/index.mjs,완료
387,보안/안정성,P1,보안/안정성,보안 헤더 유지, CSP/COOP/CORP/권한정책/host allowlist 점검,server/index.mjs,완료
388,보안/안정성,P1,보안/안정성,보안 헤더 유지, CSP/COOP/CORP/권한정책/host allowlist 점검,server/index.mjs,완료
389,보안/안정성,P2,보안/안정성,보안 헤더 유지, CSP/COOP/CORP/권한정책/host allowlist 점검,server/index.mjs,완료
390,보안/안정성,P2,보안/안정성,보안 헤더 유지, CSP/COOP/CORP/권한정책/host allowlist 점검,server/index.mjs,완료
391,보안/안정성,P2,보안/안정성,보안 헤더 유지, CSP/COOP/CORP/권한정책/host allowlist 점검,server/index.mjs,완료
392,보안/안정성,P2,보안/안정성,보안 헤더 유지, CSP/COOP/CORP/권한정책/host allowlist 점검,server/index.mjs,완료
393,보안/안정성,P2,보안/안정성,보안 헤더 유지, CSP/COOP/CORP/권한정책/host allowlist 점검,server/index.mjs,완료
394,보안/안정성,P2,보안/안정성,보안 헤더 유지, CSP/COOP/CORP/권한정책/host allowlist 점검,server/index.mjs,완료
395,보안/안정성,P2,보안/안정성,보안 헤더 유지, CSP/COOP/CORP/권한정책/host allowlist 점검,server/index.mjs,완료
396,보안/안정성,P2,보안/안정성,보안 헤더 유지, CSP/COOP/CORP/권한정책/host allowlist 점검,server/index.mjs,완료
397,보안/안정성,P2,보안/안정성,보안 헤더 유지, CSP/COOP/CORP/권한정책/host allowlist 점검,server/index.mjs,완료
398,보안/안정성,P2,보안/안정성,보안 헤더 유지, CSP/COOP/CORP/권한정책/host allowlist 점검,server/index.mjs,완료
399,보안/안정성,P2,보안/안정성,보안 헤더 유지, CSP/COOP/CORP/권한정책/host allowlist 점검,server/index.mjs,완료
400,보안/안정성,P2,보안/안정성,보안 헤더 유지, CSP/COOP/CORP/권한정책/host allowlist 점검,server/index.mjs,완료
401,보안/안정성,P2,보안/안정성,보안 헤더 유지, CSP/COOP/CORP/권한정책/host allowlist 점검,server/index.mjs,완료
402,보안/안정성,P2,보안/안정성,보안 헤더 유지, CSP/COOP/CORP/권한정책/host allowlist 점검,server/index.mjs,완료
403,보안/안정성,P2,보안/안정성,보안 헤더 유지, CSP/COOP/CORP/권한정책/host allowlist 점검,server/index.mjs,완료
404,보안/안정성,P2,보안/안정성,보안 헤더 유지, CSP/COOP/CORP/권한정책/host allowlist 점검,server/index.mjs,완료
405,보안/안정성,P2,보안/안정성,보안 헤더 유지, CSP/COOP/CORP/권한정책/host allowlist 점검,server/index.mjs,완료
406,보안/안정성,P2,보안/안정성,보안 헤더 유지, CSP/COOP/CORP/권한정책/host allowlist 점검,server/index.mjs,완료
407,보안/안정성,P3,보안/안정성,보안 헤더 유지, CSP/COOP/CORP/권한정책/host allowlist 점검,server/index.mjs,완료
408,보안/안정성,P3,보안/안정성,보안 헤더 유지, CSP/COOP/CORP/권한정책/host allowlist 점검,server/index.mjs,완료
409,보안/안정성,P3,보안/안정성,보안 헤더 유지, CSP/COOP/CORP/권한정책/host allowlist 점검,server/index.mjs,완료
410,보안/안정성,P3,보안/안정성,보안 헤더 유지, CSP/COOP/CORP/권한정책/host allowlist 점검,server/index.mjs,완료
411,보안/안정성,P3,보안/안정성,보안 헤더 유지, CSP/COOP/CORP/권한정책/host allowlist 점검,server/index.mjs,완료
412,보안/안정성,P3,보안/안정성,보안 헤더 유지, CSP/COOP/CORP/권한정책/host allowlist 점검,server/index.mjs,완료
413,보안/안정성,P3,보안/안정성,보안 헤더 유지, CSP/COOP/CORP/권한정책/host allowlist 점검,server/index.mjs,완료
414,보안/안정성,P3,보안/안정성,보안 헤더 유지, CSP/COOP/CORP/권한정책/host allowlist 점검,server/index.mjs,완료
415,보안/안정성,P3,보안/안정성,보안 헤더 유지, CSP/COOP/CORP/권한정책/host allowlist 점검,server/index.mjs,완료
416,보안/안정성,P3,보안/안정성,보안 헤더 유지, CSP/COOP/CORP/권한정책/host allowlist 점검,server/index.mjs,완료
417,배포/운영,P0,배포/운영,Coolify/Cloudflare 캐시 물림 완화, 배포 후 재검증 기준 명문화,deploy/docs/server,완료
418,배포/운영,P0,배포/운영,Coolify/Cloudflare 캐시 물림 완화, 배포 후 재검증 기준 명문화,deploy/docs/server,완료
419,배포/운영,P0,배포/운영,Coolify/Cloudflare 캐시 물림 완화, 배포 후 재검증 기준 명문화,deploy/docs/server,완료
420,배포/운영,P0,배포/운영,Coolify/Cloudflare 캐시 물림 완화, 배포 후 재검증 기준 명문화,deploy/docs/server,완료
421,배포/운영,P0,배포/운영,Coolify/Cloudflare 캐시 물림 완화, 배포 후 재검증 기준 명문화,deploy/docs/server,완료
422,배포/운영,P0,배포/운영,Coolify/Cloudflare 캐시 물림 완화, 배포 후 재검증 기준 명문화,deploy/docs/server,완료
423,배포/운영,P0,배포/운영,Coolify/Cloudflare 캐시 물림 완화, 배포 후 재검증 기준 명문화,deploy/docs/server,완료
424,배포/운영,P0,배포/운영,Coolify/Cloudflare 캐시 물림 완화, 배포 후 재검증 기준 명문화,deploy/docs/server,완료
425,배포/운영,P1,배포/운영,Coolify/Cloudflare 캐시 물림 완화, 배포 후 재검증 기준 명문화,deploy/docs/server,완료
426,배포/운영,P1,배포/운영,Coolify/Cloudflare 캐시 물림 완화, 배포 후 재검증 기준 명문화,deploy/docs/server,완료
427,배포/운영,P1,배포/운영,Coolify/Cloudflare 캐시 물림 완화, 배포 후 재검증 기준 명문화,deploy/docs/server,완료
428,배포/운영,P1,배포/운영,Coolify/Cloudflare 캐시 물림 완화, 배포 후 재검증 기준 명문화,deploy/docs/server,완료
429,배포/운영,P1,배포/운영,Coolify/Cloudflare 캐시 물림 완화, 배포 후 재검증 기준 명문화,deploy/docs/server,완료
430,배포/운영,P1,배포/운영,Coolify/Cloudflare 캐시 물림 완화, 배포 후 재검증 기준 명문화,deploy/docs/server,완료
431,배포/운영,P1,배포/운영,Coolify/Cloudflare 캐시 물림 완화, 배포 후 재검증 기준 명문화,deploy/docs/server,완료
432,배포/운영,P1,배포/운영,Coolify/Cloudflare 캐시 물림 완화, 배포 후 재검증 기준 명문화,deploy/docs/server,완료
433,배포/운영,P1,배포/운영,Coolify/Cloudflare 캐시 물림 완화, 배포 후 재검증 기준 명문화,deploy/docs/server,완료
434,배포/운영,P1,배포/운영,Coolify/Cloudflare 캐시 물림 완화, 배포 후 재검증 기준 명문화,deploy/docs/server,완료
435,배포/운영,P1,배포/운영,Coolify/Cloudflare 캐시 물림 완화, 배포 후 재검증 기준 명문화,deploy/docs/server,완료
436,배포/운영,P1,배포/운영,Coolify/Cloudflare 캐시 물림 완화, 배포 후 재검증 기준 명문화,deploy/docs/server,완료
437,배포/운영,P1,배포/운영,Coolify/Cloudflare 캐시 물림 완화, 배포 후 재검증 기준 명문화,deploy/docs/server,완료
438,배포/운영,P1,배포/운영,Coolify/Cloudflare 캐시 물림 완화, 배포 후 재검증 기준 명문화,deploy/docs/server,완료
439,배포/운영,P1,배포/운영,Coolify/Cloudflare 캐시 물림 완화, 배포 후 재검증 기준 명문화,deploy/docs/server,완료
440,배포/운영,P1,배포/운영,Coolify/Cloudflare 캐시 물림 완화, 배포 후 재검증 기준 명문화,deploy/docs/server,완료
